query_id,doc_id,relevance,score,topic,term1,term2,relatedness_level
q_000591,d_000095,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,exhaustive ballot,candidates,high
q_000591,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,exhaustive ballot,elections,high
q_000591,d_000582,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,exhaustive ballot,open primaries,high
q_000594,d_000046,0.7,0.7,atheism is the only way,existence and nature,atheism,high
q_000595,d_000046,0.8,0.8,atheism is the only way,existence of god,atheism,high
q_000595,d_000181,0.8,0.8,atheism is the only way,existence of god,critics of religion,high
q_000595,d_000228,0.9,0.9,atheism is the only way,existence of god,divine,high
q_000596,d_000046,0.8,0.8,atheism is the only way,existence of gods,atheism,high
q_000596,d_000176,0.9,0.9,atheism is the only way,existence of gods,creator god,high
q_000596,d_000202,0.9,0.9,atheism is the only way,existence of gods,deities exist,high
q_000596,d_000832,0.8,0.8,atheism is the only way,existence of gods,theological noncognitivism,high
q_000597,d_000176,0.7,0.7,atheism is the only way,existence or nonexistence,creator god,high
q_000597,d_000202,0.7,0.7,atheism is the only way,existence or nonexistence,deities exist,high
q_000598,d_000301,0.9,0.9,intellectual property rights should be abolished,existing copyright law,fair dealing,high
q_000598,d_000413,1.0,1.0,intellectual property rights should be abolished,existing copyright law,intellectual property rights,high
q_000598,d_000596,0.8,0.8,intellectual property rights should be abolished,existing copyright law,paris convention,high
q_000598,d_000657,0.9,0.9,intellectual property rights should be abolished,existing copyright law,property systems,high
q_000599,d_000585,1.0,1.0,opinion polls harm the democratic process,exit poll,opinion polls,high
q_000599,d_000641,0.8,0.8,opinion polls harm the democratic process,exit poll,presidential election,high
q_000600,d_000028,0.8,0.8,exploitation of the antarctic continent should be ceased,expedition,antarctic continent,high
q_000602,d_000560,1.0,1.0,all nations have a right to nuclear weapons,explosion,nuclear weapons,high
q_000603,d_000137,0.9,0.9,it is sometimes right for the government to restrict freedom of speech,expression,coarse language,high
q_000603,d_000326,0.9,0.9,it is sometimes right for the government to restrict freedom of speech,expression,freedom of speech,high
q_000604,d_000082,0.7,0.7,boxing should be banned,extended arm,boxing,high
q_000605,d_000273,1.0,1.0,endangered species should be protected,extinct,endangered species,high
q_000606,d_000273,1.0,1.0,endangered species should be protected,extinction,endangered species,high
q_000607,d_000273,1.0,1.0,endangered species should be protected,extinction event,endangered species,high
q_000611,d_000413,0.9,0.9,intellectual property rights should be abolished,fair dealing,intellectual property rights,high
q_000612,d_000326,0.8,0.8,it is sometimes right for the government to restrict freedom of speech,fairness doctrine,freedom of speech,high
q_000613,d_000046,1.0,1.0,atheism is the only way,faith,atheism,high
q_000614,d_000046,0.8,0.8,atheism is the only way,faith and reason,atheism,high
q_000616,d_000341,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,false positive rate,genetic screening,high
q_000616,d_000737,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,false positive rate,screening test,high
q_000617,d_000120,0.8,0.8,the one-child policy of china is justified,falun gong,china,high
q_000618,d_000391,1.0,1.0,housewives should be paid for their work,family,housewives,high
q_000618,d_000577,0.8,0.8,the one-child policy of china is justified,family,one child policy,high
q_000619,d_000066,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,family planning,barrier methods of contraception,high
q_000619,d_000120,0.8,0.8,the one-child policy of china is justified,family planning,china,high
q_000619,d_000161,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,family planning,contraceptives,high
q_000619,d_000577,1.0,1.0,the one-child policy of china is justified,family planning,one child policy,high
q_000620,d_000120,0.8,0.8,the one-child policy of china is justified,family planning programs,china,high
q_000620,d_000577,1.0,1.0,the one-child policy of china is justified,family planning programs,one child policy,high
q_000623,d_000560,0.8,0.8,all nations have a right to nuclear weapons,fat man,nuclear weapons,high
q_000624,d_000479,0.7,0.7,opinion polls harm the democratic process,fear of isolation,majority opinion,high
q_000625,d_000045,0.9,0.9,the right to asylum should not be absolute,fear of persecution,asylum applications,high
q_000625,d_000714,0.9,0.9,the right to asylum should not be absolute,fear of persecution,right to asylum,high
q_000627,d_000207,0.8,0.8,democratic governments should require voters to present photo identification at the polling station,federal elections,democratic governments,high
q_000627,d_000628,0.8,0.8,democratic governments should require voters to present photo identification at the polling station,federal elections,polling station,high
q_000627,d_000880,0.9,0.9,democratic governments should require voters to present photo identification at the polling station,federal elections,voters,high
q_000628,d_000390,0.7,0.7,congressional earmarks should be abolished,federal government,houses of congress,high
q_000629,d_000714,0.9,0.9,the right to asylum should not be absolute,federal migration service,right to asylum,high
q_000631,d_000331,1.0,1.0,gambling should be banned,federal wire act,gambling,high
q_000633,d_000044,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,female condom,artificial contraception,high
q_000633,d_000065,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,female condom,barrier methods,high
q_000633,d_000066,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,female condom,barrier methods of contraception,high
q_000633,d_000751,0.8,0.8,the catholic church is justified in forbidding the use of barrier methods of contraception,female condom,sexually transmitted infection,high
q_000634,d_000391,0.8,0.8,housewives should be paid for their work,feminist,housewives,high
q_000635,d_000391,0.8,0.8,housewives should be paid for their work,feminist economics,housewives,high
q_000635,d_000909,0.8,0.8,housewives should be paid for their work,feminist economics,work,high
q_000636,d_000391,0.8,0.8,housewives should be paid for their work,feminist economists,housewives,high
q_000639,d_000577,0.7,0.7,the one-child policy of china is justified,fertility rate,one child policy,high
q_000640,d_000082,0.9,0.9,boxing should be banned,fighter,boxing,high
q_000641,d_000082,0.9,0.9,boxing should be banned,fighters,boxing,high
q_000642,d_000108,0.8,0.8,google shouldn't censor its search results in china,filtering,censor,high
q_000642,d_000120,0.7,0.7,google shouldn't censor its search results in china,filtering,china,high
q_000642,d_000351,0.7,0.7,google shouldn't censor its search results in china,filtering,google,high
q_000642,d_000352,0.9,0.9,google shouldn't censor its search results in china,filtering,google search,high
q_000642,d_000738,0.9,0.9,google shouldn't censor its search results in china,filtering,search results,high
q_000644,d_000625,0.8,0.8,the sale of violent video games to minors should be banned,first person shooter,playing video games,high
q_000644,d_000875,0.9,0.9,the sale of violent video games to minors should be banned,first person shooter,violent video games,high
q_000645,d_000165,1.0,1.0,intellectual property rights should be abolished,first sale doctrine,copyright system,high
q_000645,d_000413,1.0,1.0,intellectual property rights should be abolished,first sale doctrine,intellectual property rights,high
q_000647,d_000560,1.0,1.0,all nations have a right to nuclear weapons,fission,nuclear weapons,high
q_000647,d_000860,1.0,1.0,all nations have a right to nuclear weapons,fission,uranium enrichment,high
q_000648,d_000560,1.0,1.0,all nations have a right to nuclear weapons,fission chain reaction,nuclear weapons,high
q_000649,d_000082,0.8,0.8,boxing should be banned,fist,boxing,high
q_000651,d_000391,0.7,0.7,housewives should be paid for their work,folbre,housewives,high
q_000653,d_000714,0.8,0.8,the right to asylum should not be absolute,foreign nationals,right to asylum,high
